time	X11	X12	X13	X14	X21	X22	X31	X32	X33	Y1	Y2	Y3
920	12.2	131.04528	0.0	730.26457	131.04528	0.0	131.04528	0.0	730.26457	12.19819	44.074048	12.2
930	12.2	75.456608	0.0	717.2347	75.456608	0.0	75.456608	0.0	717.2347	12.198142	44.057674	12.2
940	12.2	362.33051	0.0	748.8103	362.33051	0.0	362.33051	0.0	748.8103	12.377274	44.020518	12.2
950	12.2	329.2231	0.0	795.9609	329.2231	0.0	329.2231	0.0	795.9609	12.337824	43.971888	12.2
960	12.2	371.46924	0.0	873.56101	371.46924	0.0	371.46924	0.0	873.56101	12.271967	43.91724	12.2
970	12.2	382.71669	0.0	847.35037	382.71669	0.0	382.71669	0.0	847.35037	12.292678	43.858755	12.2
980	12.2	385.74434	0.0	799.64861	385.74434	0.0	385.74434	0.0	799.64861	12.3324	43.799368	12.2
990	12.2	386.84931	0.0	774.31516	386.84931	0.0	386.84931	0.0	774.31516	12.354609	43.739687	12.2
1000	12.2	318.164	0.0	794.64146	318.164	0.0	318.164	0.0	794.64146	12.338887	43.68345	12.2
1010	12.2	343.00813	0.0	832.3733	343.00813	0.0	343.00813	0.0	832.3733	12.307659	43.632103	12.2
1020	12.2	352.38317	0.0	863.15717	352.38317	0.0	352.38317	0.0	863.15717	12.281024	43.57828	12.2
1030	12.2	303.86465	0.0	849.12467	303.86465	0.0	303.86465	0.0	849.12467	12.291439	43.527031	12.2
1040	12.2	272.59468	0.0	803.17678	272.59468	0.0	272.59468	0.0	803.17678	12.329331	43.482897	12.2
1050	12.2	260.98413	0.0	767.55778	260.98413	0.0	260.98413	0.0	767.55778	12.359861	43.441836	12.2
1060	12.2	288.62213	0.0	743.3688	288.62213	0.0	288.62213	0.0	743.3688	12.381332	43.399766	12.2
1070	12.2	307.0305	0.0	787.04533	307.0305	0.0	307.0305	0.0	787.04533	12.345508	43.353538	12.2
1080	12.2	313.86824	0.0	826.78611	313.86824	0.0	313.86824	0.0	826.78611	12.311695	43.305499	12.2
1090	12.2	378.5576	0.0	826.05221	378.5576	0.0	378.5576	0.0	826.05221	12.310983	43.252618	12.2
1100	12.2	372.97637	0.0	785.51838	372.97637	0.0	372.97637	0.0	785.51838	12.344026	43.19102	12.2
1110	12.2	367.6933	0.0	775.94391	367.6933	0.0	367.6933	0.0	775.94391	12.352534	43.134807	12.2
1120	12.2	364.7419	0.0	769.94071	364.7419	0.0	364.7419	0.0	769.94071	12.358844	43.078107	12.2
1130	12.2	361.70117	0.0	806.51912	361.70117	0.0	361.70117	0.0	806.51912	12.329245	43.022042	12.2
1140	12.2	360.56696	0.0	852.05065	360.56696	0.0	360.56696	0.0	852.05065	12.29095	42.966276	12.2
1150	12.2	329.31901	0.0	864.67382	329.31901	0.0	329.31901	0.0	864.67382	12.279166	42.912691	12.2
1160	12.2	309.86135	0.0	849.49006	309.86135	0.0	309.86135	0.0	849.49006	12.290805	42.863568	12.2
1170	12.2	302.63983	0.0	802.40623	302.63983	0.0	302.63983	0.0	802.40623	12.330211	42.816356	12.2
1180	12.2	236.59293	0.0	783.41727	236.59293	0.0	236.59293	0.0	783.41727	12.347231	42.774107	12.2
1190	12.2	195.92486	0.0	809.98232	195.92486	0.0	195.92486	0.0	809.98232	12.1981	42.741206	12.2
1200	12.2	213.04618	0.0	857.67758	213.04618	0.0	213.04618	0.0	857.67758	12.198043	42.708969	12.2
1210	12.2	259.97041	0.0	904.13668	259.97041	0.0	259.97041	0.0	904.13668	12.246669	42.673059	12.2
1220	12.2	291.03786	0.0	883.43014	291.03786	0.0	291.03786	0.0	883.43014	12.262713	42.630122	12.2
1230	12.2	302.57697	0.0	836.07883	302.57697	0.0	302.57697	0.0	836.07883	12.301968	42.584132	12.2
1240	12.2	320.51045	0.0	805.6183	320.51045	0.0	320.51045	0.0	805.6183	12.328342	42.536095	12.2
1250	12.2	330.64274	0.0	820.05382	330.64274	0.0	330.64274	0.0	820.05382	12.317587	42.485681	12.2
1260	12.2	334.39838	0.0	750.45966	334.39838	0.0	334.39838	0.0	750.45966	12.375968	42.434273	12.2
1270	12.2	291.59495	0.0	785.79113	291.59495	0.0	291.59495	0.0	785.79113	12.34567	42.385466	12.2
1280	12.2	264.43737	0.0	777.91653	264.43737	0.0	264.43737	0.0	777.91653	12.35092	42.342859	12.2
1290	12.2	254.35571	0.0	734.07049	254.35571	0.0	254.35571	0.0	734.07049	12.386896	42.30292	12.2
1300	12.2	264.45917	0.0	694.56485	264.45917	0.0	264.45917	0.0	694.56485	12.420523	42.263039	12.2
1310	12.2	271.74329	0.0	711.71334	271.74329	0.0	271.74329	0.0	711.71334	12.407557	42.221539	12.2
1320	12.2	274.45139	0.0	752.46896	274.45139	0.0	274.45139	0.0	752.46896	12.374319	42.179322	12.2
1330	12.2	322.57557	0.0	795.35282	322.57557	0.0	322.57557	0.0	795.35282	12.338043	42.133676	12.2
1340	12.2	352.45046	0.0	800.93842	352.45046	0.0	352.45046	0.0	800.93842	12.332079	42.081175	12.2
1350	12.2	363.53782	0.0	764.09039	363.53782	0.0	363.53782	0.0	764.09039	12.361911	42.02574	12.2
1360	12.2	403.63824	0.0	747.32763	403.63824	0.0	403.63824	0.0	747.32763	12.376244	41.966803	12.2
1370	12.2	363.05909	0.0	735.11345	363.05909	0.0	363.05909	0.0	735.11345	12.38769	41.907511	12.2
1380	12.2	370.59144	0.0	767.31711	370.59144	0.0	370.59144	0.0	767.31711	12.36186	41.850758	12.2
1390	12.2	209.85791	0.0	814.332	209.85791	0.0	209.85791	0.0	814.332	12.203508	41.805407	12.2
1400	12.2	213.03738	0.0	832.93286	213.03738	0.0	213.03738	0.0	832.93286	12.305798	41.769223	12.2
1410	12.2	168.16446	0.0	800.82815	168.16446	0.0	168.16446	0.0	800.82815	12.198	41.733594	12.2
1420	12.2	277.54117	0.0	753.14289	277.54117	0.0	277.54117	0.0	753.14289	12.371166	41.693698	12.2
1430	12.2	360.01322	0.0	728.52895	360.01322	0.0	360.01322	0.0	728.52895	12.392788	41.644774	12.2
1440	12.2	400.14177	0.0	749.61604	400.14177	0.0	400.14177	0.0	749.61604	12.376423	41.58556	12.2
1450	12.2	328.04473	0.0	797.01679	328.04473	0.0	328.04473	0.0	797.01679	12.337115	41.532225	12.2
1460	12.2	392.34088	0.0	817.9826	392.34088	0.0	392.34088	0.0	817.9826	12.318645	41.476835	12.2
1470	12.2	360.43971	0.0	803.14478	360.43971	0.0	360.43971	0.0	803.14478	12.329738	41.416108	12.2
1480	12.2	347.59719	0.0	756.97703	347.59719	0.0	347.59719	0.0	756.97703	12.367836	41.361141	12.2
1490	12.2	337.59017	0.0	721.92536	337.59017	0.0	337.59017	0.0	721.92536	12.397911	41.308347	12.2
1500	12.2	333.8641	0.0	730.21611	333.8641	0.0	333.8641	0.0	730.21611	12.392313	41.256538	12.2
1510	12.2	287.11428	0.0	830.08669	287.11428	0.0	287.11428	0.0	830.08669	12.30964	41.208141	12.2
1520	12.2	258.19667	0.0	869.35664	258.19667	0.0	258.19667	0.0	869.35664	12.276199	41.166384	12.2
1530	12.2	247.46507	0.0	867.77849	247.46507	0.0	247.46507	0.0	867.77849	12.276189	41.127468	12.2
1540	12.2	279.98594	0.0	826.80573	279.98594	0.0	279.98594	0.0	826.80573	12.309617	41.087151	12.2
1550	12.2	301.36813	0.0	784.10852	301.36813	0.0	301.36813	0.0	784.10852	12.345749	41.04199	12.2
1560	12.2	309.30926	0.0	681.16334	309.30926	0.0	309.30926	0.0	681.16334	12.432846	40.994727	12.2
1570	12.2	238.17969	0.0	718.27366	238.17969	0.0	238.17969	0.0	718.27366	12.402789	40.951662	12.2
1580	12.2	192.88838	0.0	763.54608	192.88838	0.0	192.88838	0.0	763.54608	12.197942	40.91893	12.2
1590	12.2	207.44325	0.0	775.35291	207.44325	0.0	207.44325	0.0	775.35291	12.197889	40.886443	12.2
1600	12.2	197.41904	0.0	742.839	197.41904	0.0	197.41904	0.0	742.839	12.197838	40.855241	12.2
1610	12.2	193.02458	0.0	721.34428	193.02458	0.0	193.02458	0.0	721.34428	12.197788	40.825142	12.2
1620	12.2	191.40232	0.0	703.13414	191.40232	0.0	191.40232	0.0	703.13414	12.19774	40.795473	12.2
1630	12.2	274.73754	0.0	730.39643	274.73754	0.0	274.73754	0.0	730.39643	12.392551	40.760327	12.2
1640	12.2	327.07077	0.0	778.06749	327.07077	0.0	327.07077	0.0	778.06749	12.35282	40.713203	12.2
1650	12.2	346.49585	0.0	802.31877	346.49585	0.0	346.49585	0.0	802.31877	12.331493	40.660939	12.2
1660	12.2	395.77737	0.0	800.3237	395.77737	0.0	395.77737	0.0	800.3237	12.331954	40.603947	12.2
1670	12.2	360.95931	0.0	752.87811	360.95931	0.0	360.95931	0.0	752.87811	12.37131	40.543539	12.2
1680	12.2	369.68444	0.0	723.07225	369.68444	0.0	369.68444	0.0	723.07225	12.397154	40.487022	12.2
1690	12.2	360.24956	0.0	738.31038	360.24956	0.0	360.24956	0.0	738.31038	12.385724	40.430479	12.2
1700	12.2	353.4743	0.0	784.58263	353.4743	0.0	353.4743	0.0	784.58263	12.347529	40.375441	12.2
1710	12.2	350.95549	0.0	859.78153	350.95549	0.0	350.95549	0.0	859.78153	12.28399	40.321071	12.2
1720	12.2	283.15214	0.0	851.07712	283.15214	0.0	283.15214	0.0	851.07712	12.289933	40.271437	12.2
1730	12.2	240.93744	0.0	806.90524	240.93744	0.0	240.93744	0.0	806.90524	12.326202	40.231483	12.2
1740	12.2	225.26988	0.0	767.87914	225.26988	0.0	225.26988	0.0	767.87914	12.359449	40.195677	12.2
1750	12.2	293.60953	0.0	769.87924	293.60953	0.0	293.60953	0.0	769.87924	12.359107	40.156424	12.2
1760	12.2	337.88814	0.0	805.67902	337.88814	0.0	337.88814	0.0	805.67902	12.329979	40.107107	12.2
1770	12.2	354.32986	0.0	848.18599	354.32986	0.0	354.32986	0.0	848.18599	12.293995	40.05344	12.2
1780	12.2	300.08558	0.0	852.93206	300.08558	0.0	300.08558	0.0	852.93206	12.288728	40.002216	12.2
1790	12.2	264.559	0.0	815.55347	264.559	0.0	264.559	0.0	815.55347	12.319019	39.959047	12.2
1800	12.2	251.3654	0.0	770.41593	251.3654	0.0	251.3654	0.0	770.41593	12.357021	39.919369	12.2
1810	12.2	211.77055	0.0	673.56471	211.77055	0.0	211.77055	0.0	673.56471	12.197709	39.884721	12.2
1820	12.2	235.29761	0.0	706.38245	235.29761	0.0	235.29761	0.0	706.38245	12.412648	39.849963	12.2
1830	12.2	210.41875	0.0	753.2469	210.41875	0.0	210.41875	0.0	753.2469	12.37339	39.815853	12.2
1840	12.2	211.0808	0.0	771.06722	211.0808	0.0	211.0808	0.0	771.06722	12.197633	39.783516	12.2
1850	12.2	213.86443	0.0	743.45949	213.86443	0.0	213.86443	0.0	743.45949	12.197581	39.750665	12.2
1860	12.2	214.90871	0.0	717.15407	214.90871	0.0	214.90871	0.0	717.15407	12.197531	39.717538	12.2
1870	12.2	209.42158	0.0	693.26833	209.42158	0.0	209.42158	0.0	693.26833	12.197484	39.684703	12.2
1880	12.2	205.88664	0.0	715.1096	205.88664	0.0	205.88664	0.0	715.1096	12.197437	39.652673	12.2
1890	12.2	204.57413	0.0	762.59808	204.57413	0.0	204.57413	0.0	762.59808	12.197387	39.62099	12.2
1900	12.2	218.21334	0.0	792.07309	218.21334	0.0	218.21334	0.0	792.07309	12.197334	39.588486	12.2
1910	12.2	226.87804	0.0	799.24681	226.87804	0.0	226.87804	0.0	799.24681	12.33297	39.554005	12.2
1920	12.2	230.09467	0.0	752.87472	230.09467	0.0	230.09467	0.0	752.87472	12.37126	39.518673	12.2
1930	12.2	258.25486	0.0	718.40135	258.25486	0.0	258.25486	0.0	718.40135	12.40087	39.481215	12.2
1940	12.2	275.58129	0.0	727.52241	275.58129	0.0	275.58129	0.0	727.52241	12.394577	39.439773	12.2
1950	12.2	282.01085	0.0	771.85203	282.01085	0.0	282.01085	0.0	771.85203	12.358166	39.396629	12.2
1960	12.2	227.50317	0.0	822.36744	227.50317	0.0	227.50317	0.0	822.36744	12.315335	39.356677	12.2
1970	12.2	192.76306	0.0	819.94608	192.76306	0.0	192.76306	0.0	819.94608	12.197293	39.324649	12.2
1980	12.2	301.865	0.0	778.54723	301.865	0.0	301.865	0.0	778.54723	12.349831	39.282077	12.2
1990	12.2	377.00018	0.0	736.23334	377.00018	0.0	377.00018	0.0	736.23334	12.385665	39.230586	12.2
2000	12.2	257.95362	0.0	731.90761	257.95362	0.0	257.95362	0.0	731.90761	12.390584	39.173999	12.2
2010	12.2	264.74644	0.0	771.559	264.74644	0.0	264.74644	0.0	771.559	12.358389	39.133755	12.2
2020	12.2	296.07421	0.0	816.55822	296.07421	0.0	296.07421	0.0	816.55822	12.320492	39.090668	12.2
2030	12.2	314.65734	0.0	827.545	314.65734	0.0	314.65734	0.0	827.545	12.310059	39.043272	12.2
2040	12.2	321.54994	0.0	794.41825	321.54994	0.0	321.54994	0.0	794.41825	12.336681	38.994051	12.2
2050	12.2	289.70442	0.0	747.63453	289.70442	0.0	289.70442	0.0	747.63453	12.375883	38.946466	12.2
2060	12.2	269.10988	0.0	697.90387	269.10988	0.0	269.10988	0.0	697.90387	12.418541	38.903563	12.2
2070	12.2	261.4628	0.0	725.8534	261.4628	0.0	261.4628	0.0	725.8534	12.396349	38.862684	12.2
2080	12.2	277.99606	0.0	773.48532	277.99606	0.0	277.99606	0.0	773.48532	12.356626	38.821252	12.2
2090	12.2	289.07476	0.0	797.0056	289.07476	0.0	289.07476	0.0	797.0056	12.335896	38.777321	12.2
2100	12.2	293.19021	0.0	774.78979	293.19021	0.0	293.19021	0.0	774.78979	12.353217	38.732301	12.2
2110	12.2	268.27819	0.0	813.6552	268.27819	0.0	268.27819	0.0	813.6552	12.320673	38.688654	12.2
2120	12.2	252.28884	0.0	784.51728	252.28884	0.0	252.28884	0.0	784.51728	12.345974	38.648648	12.2
2130	12.2	246.3523	0.0	800.55324	246.3523	0.0	246.3523	0.0	800.55324	12.333872	38.610214	12.2
2140	12.2	316.59995	0.0	847.02362	316.59995	0.0	316.59995	0.0	847.02362	12.295489	38.567495	12.2
2150	12.2	361.14857	0.0	881.20376	361.14857	0.0	361.14857	0.0	881.20376	12.266114	38.514603	12.2
2160	12.2	377.68618	0.0	814.44037	377.68618	0.0	377.68618	0.0	814.44037	12.320443	38.457334	12.2
2170	12.2	345.49556	0.0	769.95389	345.49556	0.0	345.49556	0.0	769.95389	12.356997	38.40102	12.2
2180	12.2	323.76845	0.0	731.41956	323.76845	0.0	323.76845	0.0	731.41956	12.389854	38.349601	12.2
2190	12.2	315.69672	0.0	734.26307	315.69672	0.0	315.69672	0.0	734.26307	12.388808	38.300318	12.2
2200	12.2	216.95304	0.0	775.8701	216.95304	0.0	216.95304	0.0	775.8701	12.354821	38.258255	12.2
2210	12.2	261.61697	0.0	803.53936	261.61697	0.0	261.61697	0.0	803.53936	12.331181	38.218792	12.2
2220	12.2	223.60846	0.0	807.44376	223.60846	0.0	223.60846	0.0	807.44376	12.326612	38.181798	12.2
2230	12.2	318.15872	0.0	769.54633	318.15872	0.0	318.15872	0.0	769.54633	12.357354	38.141228	12.2
2240	12.2	380.97367	0.0	724.68914	380.97367	0.0	380.97367	0.0	724.68914	12.395144	38.086461	12.2
2250	12.2	404.3054	0.0	714.11369	404.3054	0.0	404.3054	0.0	714.11369	12.405238	38.025519	12.2
2260	12.2	304.7141	0.0	774.4646	304.7141	0.0	304.7141	0.0	774.4646	12.355921	37.969564	12.2
2270	12.2	240.13945	0.0	821.16514	240.13945	0.0	240.13945	0.0	821.16514	12.316776	37.928281	12.2
2280	12.2	216.16111	0.0	838.19933	216.16111	0.0	216.16111	0.0	838.19933	12.301361	37.893345	12.2
2290	12.2	373.81739	0.0	809.90725	373.81739	0.0	373.81739	0.0	809.90725	12.323845	37.84957	12.2
2300	12.2	282.92801	0.0	762.30049	282.92801	0.0	282.92801	0.0	762.30049	12.363558	37.801533	12.2
2310	12.2	305.24884	0.0	693.73663	305.24884	0.0	305.24884	0.0	693.73663	12.42183	37.755827	12.2
2320	12.2	291.3086	0.0	716.32317	291.3086	0.0	291.3086	0.0	716.32317	12.404195	37.709428	12.2
2330	12.2	280.45722	0.0	763.88451	280.45722	0.0	280.45722	0.0	763.88451	12.364708	37.665404	12.2
2340	12.2	276.4196	0.0	792.69091	276.4196	0.0	276.4196	0.0	792.69091	12.339674	37.622448	12.2
2350	12.2	283.49624	0.0	776.2579	283.49624	0.0	283.49624	0.0	776.2579	12.35211	37.579311	12.2
2360	12.2	288.31085	0.0	799.23143	288.31085	0.0	288.31085	0.0	799.23143	12.332636	37.535092	12.2
2370	12.2	290.09967	0.0	765.35034	290.09967	0.0	290.09967	0.0	765.35034	12.361769	37.490399	12.2
2380	12.2	298.97046	0.0	775.29886	298.97046	0.0	298.97046	0.0	775.29886	12.354783	37.44498	12.2
2390	12.2	304.35479	0.0	819.93351	304.35479	0.0	304.35479	0.0	819.93351	12.318096	37.398319	12.2
2400	12.2	306.35248	0.0	858.21742	306.35248	0.0	306.35248	0.0	858.21742	12.285438	37.351129	12.2
2410	12.2	337.80299	0.0	801.20433	337.80299	0.0	337.80299	0.0	801.20433	12.331624	37.301681	12.2
2420	12.2	357.30543	0.0	759.38992	357.30543	0.0	357.30543	0.0	759.38992	12.365795	37.247758	12.2
